n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,wait_time
191960,EGYM,RAF MARHAM,000000011789,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2019-09-13 11:37:00,2019-09-13 14:00:00,2019-09-13 14:16:00,SO,MRM,null,null,null,null,Consumable,0.1,OConUS,PAOZZN,2019-09-13,2019-09-13 11:37:00,2019-09-13 11:37:00,null,1,null,2,J85,2019-09-13 11:37:00,GIE Demand,false,0.099305555
191961,KNBC,MCAS BEAUFORT,000000133238,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-08-01 19:45:00,2022-08-01 19:48:00,2022-08-01 19:53:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-08-01,2022-08-01 19:45:00,2022-08-01 19:45:00,null,1,null,2,J85,2022-08-01 19:45:00,GIE Demand,false,0.0020833334
191962,KNLC,NAS LEMOORE,000000062414,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-12-13 20:14:00,2021-12-13 20:25:00,2021-12-13 20:27:00,SO,LPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2021-12-13,2021-12-13 20:14:00,2021-12-13 20:14:00,null,1,null,2,J85,2021-12-13 20:14:00,GIE Demand,false,0.007638889
191963,S044,NEVATIM AIR BASE,000000025952,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2021-05-10 11:54:00,2021-05-10 12:02:00,2021-06-17 07:33:00,SO,I116,null,null,null,null,Consumable,0.01,OConUS,PAOZZN,2021-05-10,2021-05-10 11:54:00,2021-05-10 11:54:00,null,1,null,2,J85,2021-05-10 11:54:00,GIE Demand,false,0.0055555557
191964,KNLC,NAS LEMOORE,000000073863,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2022-07-20 19:15:00,2022-07-20 19:18:00,2022-07-20 19:19:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2022-07-20,2022-07-20 19:15:00,2022-07-20 19:15:00,null,1,null,2,J85,2022-07-20 19:15:00,GIE Demand,false,0.0020833334
191965,KNBC,MCAS BEAUFORT,000000074419,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2019-10-07 13:03:00,2019-10-07 13:04:00,2019-10-07 16:29:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2019-10-07,2019-10-07 13:03:00,2019-10-07 13:03:00,null,1,null,2,J85,2019-10-07 13:03:00,GIE Demand,false,0.00069444446
191966,EGYM,RAF MARHAM,000000033076,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2021-07-05 13:59:00,2021-07-05 14:25:00,2021-07-05 14:33:00,SO,MRM,null,null,null,null,Consumable,0.02,OConUS,PAOZZN,2021-07-05,2021-07-05 13:59:00,2021-07-05 13:59:00,null,1,null,2,J85,2021-07-05 13:59:00,GIE Demand,false,0.018055556
191967,KNLC,NAS LEMOORE,000000040754,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2020-08-26 16:17:00,2020-08-26 16:26:00,2020-08-26 16:33:00,SO,LPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2020-08-26,2020-08-26 16:17:00,2020-08-26 16:17:00,null,1,null,2,J85,2020-08-26 16:17:00,GIE Demand,false,0.00625
191968,S044,NEVATIM AIR BASE,000000030761,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2021-11-15 14:46:00,2021-11-15 15:13:00,2021-11-16 12:21:00,SO,IPTC,null,null,null,null,Consumable,0.02,OConUS,PAOZZN,2021-11-15,2021-11-15 14:46:00,2021-11-15 14:46:00,null,1,null,2,J85,2021-11-15 14:46:00,GIE Demand,false,0.01875
191969,RJOI,MCAS IWAKUNI,000000051836,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-12-07 04:57:00,2022-12-07 06:55:00,2022-12-12 00:13:00,SO,GF7,null,null,null,null,Consumable,0.08,OConUS,PAOZZN,2022-12-07,2022-12-07 04:57:00,2022-12-07 04:57:00,null,1,null,2,J85,2022-12-07 04:57:00,GIE Demand,false,0.08194444
191970,KNYL,MCAS YUMA,000000031773,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2017-09-15 03:10:00,2017-09-15 04:08:00,2017-09-15 04:20:00,SO,GE3,null,null,null,null,Consumable,0.04,ConUS,PAOZZN,2017-09-15,2017-09-15 03:10:00,2017-09-15 03:10:00,null,1,null,2,J85,2017-09-15 03:10:00,GIE Demand,false,0.04027778
191971,EGYM,RAF MARHAM,000000021214,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2020-07-10 14:14:00,2020-07-13 10:01:00,2020-07-13 10:42:00,SO,MRM,null,null,null,null,Consumable,2.81,OConUS,PAOZZN,2020-07-10,2020-07-10 14:14:00,2020-07-10 14:14:00,null,1,null,2,J85,2020-07-10 14:14:00,GIE Demand,false,2.8243055
191972,YWLM,RAAF WILLIAMTOWN,000000021441,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2021-04-20 04:10:00,2021-04-20 06:55:00,2021-04-20 10:11:00,SO,2OCU,null,null,null,null,Consumable,0.11,OConUS,PAOZZN,2021-04-20,2021-04-20 04:10:00,2021-04-20 04:10:00,null,1,null,2,J85,2021-04-20 04:10:00,GIE Demand,false,0.11458334
191973,KNYL,MCAS YUMA,000000100923,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-11-18 02:13:00,2022-11-18 03:05:00,2022-11-18 03:06:00,SO,GFA,null,null,null,null,Consumable,0.04,ConUS,PAOZZN,2022-11-18,2022-11-18 02:13:00,2022-11-18 02:13:00,null,1,null,2,J85,2022-11-18 02:13:00,GIE Demand,false,0.036111113
1241,KLUF,LUKE AFB,000000092875,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-01-25 16:15:00,2019-01-25 16:34:00,2019-01-25 17:08:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-01-25,2019-01-25 16:15:00,2019-01-25 16:16:00,null,1,null,3,J56,2019-01-25 16:15:00,GIE Demand,false,0.013194445
1242,KLUF,LUKE AFB,000000160370,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-08-13 15:33:00,2020-08-13 15:41:00,2020-08-13 15:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-08-13,2020-08-13 15:33:00,2020-08-13 15:33:00,null,1,null,3,J56,2020-08-13 15:33:00,GIE Demand,false,0.0055555557
1243,KLUF,LUKE AFB,000000158957,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-08-04 15:33:00,2020-08-04 15:50:00,2020-08-04 15:56:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-08-04,2020-08-04 15:33:00,2020-08-04 15:33:00,null,1,null,3,J56,2020-08-04 15:33:00,GIE Demand,false,0.011805556
1244,KLUF,LUKE AFB,000000134275,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-01-28 01:23:00,2020-01-28 01:44:00,2020-01-28 01:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-01-28,2020-01-28 01:23:00,2020-01-28 01:23:00,null,1,null,3,J56,2020-01-28 01:23:00,GIE Demand,false,0.014583333
1245,KLUF,LUKE AFB,000000135465,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-05 17:38:00,2020-02-05 17:53:00,2020-02-05 18:45:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-05,2020-02-05 17:38:00,2020-02-05 17:38:00,null,1,null,3,J56,2020-02-05 17:38:00,GIE Demand,false,0.010416667
1246,KLUF,LUKE AFB,000000269916,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-12-29 14:50:00,2022-12-29 15:06:00,2022-12-29 15:10:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-12-29,2022-12-29 14:50:00,2022-12-29 14:50:00,null,1,null,3,J56,2022-12-29 14:50:00,GIE Demand,false,0.011111111
1247,KLUF,LUKE AFB,000000052573,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-11-17 17:38:00,2017-11-17 17:58:00,2017-11-17 18:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-11-17,2017-11-17 17:38:00,2017-11-17 17:38:00,null,1,null,3,J56,2017-11-17 17:38:00,GIE Demand,false,0.013888889
1248,KLUF,LUKE AFB,000000239449,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-05-13 13:43:00,2022-05-13 13:56:00,2022-05-13 13:59:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-05-13,2022-05-13 13:43:00,2022-05-13 13:43:00,null,1,null,3,J56,2022-05-13 13:43:00,GIE Demand,false,0.009027778
1249,KLUF,LUKE AFB,000000187052,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-03-19 14:15:00,2021-03-19 14:26:00,2021-03-19 14:28:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-03-19,2021-03-19 14:15:00,2021-03-19 14:15:00,null,1,null,3,J56,2021-03-19 14:15:00,GIE Demand,false,0.007638889
1250,KLUF,LUKE AFB,000000111108,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-07-02 00:17:00,2019-07-02 00:26:00,2019-07-02 04:22:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-07-02,2019-07-02 00:17:00,2019-07-02 00:17:00,null,1,null,3,J56,2019-07-02 00:17:00,GIE Demand,false,0.00625
1251,KLUF,LUKE AFB,000000172704,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-11-12 14:56:00,2020-11-12 15:14:00,2020-11-12 15:17:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-11-12,2020-11-12 14:56:00,2020-11-12 14:56:00,null,1,null,3,J56,2020-11-12 14:56:00,GIE Demand,false,0.0125
1252,KLUF,LUKE AFB,000000074865,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-08-07 22:07:00,2018-08-07 22:21:00,2018-08-07 22:29:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-08-07,2018-08-07 22:07:00,2018-08-07 22:07:00,null,1,null,3,J56,2018-08-07 22:07:00,GIE Demand,false,0.009722223
1253,KLUF,LUKE AFB,000000154201,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-06-26 13:57:00,2020-06-26 14:14:00,2020-06-26 14:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-06-26,2020-06-26 13:57:00,2020-06-26 13:57:00,null,1,null,3,J56,2020-06-26 13:57:00,GIE Demand,false,0.011805556
1254,KLUF,LUKE AFB,000000157849,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-07-27 15:49:00,2020-07-27 16:01:00,2020-07-27 16:05:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-07-27,2020-07-27 15:49:00,2020-07-27 15:49:00,null,1,null,3,J56,2020-07-27 15:49:00,GIE Demand,false,0.008333334
1255,KLUF,LUKE AFB,000000133188,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-01-16 19:25:00,2020-01-16 19:39:00,2020-01-16 19:41:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-01-16,2020-01-16 19:25:00,2020-01-16 19:25:00,null,1,null,3,J56,2020-01-16 19:25:00,GIE Demand,false,0.009722223
1256,KLUF,LUKE AFB,000000052753,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2017-11-21 13:29:00,2017-11-21 13:48:00,2017-11-21 13:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2017-11-21,2017-11-21 13:29:00,2017-11-21 13:29:00,null,1,null,3,J56,2017-11-21 13:29:00,GIE Demand,false,0.013194445
1257,KLUF,LUKE AFB,000000137550,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-21 16:57:00,2020-02-21 17:07:00,2020-02-21 17:11:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-21,2020-02-21 16:57:00,2020-02-21 16:57:00,null,1,null,3,J56,2020-02-21 16:57:00,GIE Demand,false,0.0069444445
1258,KLUF,LUKE AFB,000000136299,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-11 19:40:00,2020-02-11 19:50:00,2020-02-11 19:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-11,2020-02-11 19:40:00,2020-02-11 19:40:00,null,1,null,3,J56,2020-02-11 19:40:00,GIE Demand,false,0.0069444445
1259,KLUF,LUKE AFB,000000089629,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-12-28 16:06:00,2018-12-28 16:25:00,2018-12-28 16:27:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-12-28,2018-12-28 16:06:00,2018-12-28 16:06:00,null,1,null,3,J56,2018-12-28 16:06:00,GIE Demand,false,0.013194445
1260,KLUF,LUKE AFB,000000273346,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-01-27 17:17:00,2023-01-27 17:25:00,2023-01-27 17:28:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-01-27,2023-01-27 17:17:00,2023-01-27 17:17:00,null,1,null,3,J56,2023-01-27 17:17:00,GIE Demand,false,0.0055555557
191974,KNBC,MCAS BEAUFORT,000000133382,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-08-03 17:21:00,2022-08-03 17:45:00,2022-08-03 17:55:00,SO,BPFF,null,null,null,null,Consumable,0.02,ConUS,PAOZZN,2022-08-03,2022-08-03 17:21:00,2022-08-03 17:21:00,null,1,null,2,J85,2022-08-03 17:21:00,GIE Demand,false,0.016666668
191975,KNYL,MCAS YUMA,000000095147,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2022-07-19 16:06:00,2022-07-19 17:25:00,2022-07-19 19:23:00,SO,GE3,null,null,null,null,Consumable,0.05,ConUS,PAOZZN,2022-07-19,2022-07-19 16:06:00,2022-07-19 16:06:00,null,1,null,2,J85,2022-07-19 16:06:00,GIE Demand,false,0.05486111
191976,KNBC,MCAS BEAUFORT,000000074418,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2019-10-07 12:53:00,2019-10-07 12:54:00,2019-10-07 13:00:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2019-10-07,2019-10-07 12:53:00,2019-10-07 12:53:00,null,1,null,2,J85,2019-10-07 12:53:00,GIE Demand,false,0.00069444446
191977,YWLM,RAAF WILLIAMTOWN,000000044193,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-07-14 00:53:00,2022-07-14 01:45:00,2022-07-14 04:32:00,SO,3SQN,null,null,null,null,Consumable,0.04,OConUS,PAOZZN,2022-07-14,2022-07-14 00:53:00,2022-07-14 00:53:00,null,1,null,2,J85,2022-07-14 00:53:00,GIE Demand,false,0.036111113
191978,KNLC,NAS LEMOORE,000000040769,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2020-08-26 17:59:00,2020-08-26 18:09:00,2020-08-26 18:12:00,SO,LPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2020-08-26,2020-08-26 17:59:00,2020-08-26 17:59:00,null,1,null,2,J85,2020-08-26 17:59:00,GIE Demand,false,0.0069444445
191979,KNBC,MCAS BEAUFORT,000000120254,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-11-05 14:52:00,2021-11-05 15:04:00,2021-11-05 15:18:00,SO,BPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2021-11-05,2021-11-05 14:52:00,2021-11-05 14:52:00,null,1,null,2,J85,2021-11-05 14:52:00,GIE Demand,false,0.008333334
191980,KNLC,NAS LEMOORE,000000047853,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2021-01-25 21:39:00,2021-01-25 21:40:00,2021-01-25 21:43:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-01-25,2021-01-25 21:39:00,2021-01-25 21:39:00,null,1,null,2,J85,2021-01-25 21:39:00,GIE Demand,false,0.00069444446
191981,YWLM,RAAF WILLIAMTOWN,000000010681,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2020-07-08 04:40:00,2020-07-08 05:06:00,2020-07-08 05:34:00,SO,2OCU,null,null,null,null,Consumable,0.02,OConUS,PAOZZN,2020-07-08,2020-07-08 04:40:00,2020-07-08 04:40:00,null,1,null,2,J85,2020-07-08 04:40:00,GIE Demand,false,0.018055556
191982,KNBC,MCAS BEAUFORT,000000083278,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-04-20 14:12:00,2020-04-20 15:32:00,2020-04-20 16:03:00,SO,BPFF,null,null,null,null,Consumable,0.06,ConUS,PAOZZN,2020-04-20,2020-04-20 14:12:00,2020-04-20 14:12:00,null,1,null,2,J85,2020-04-20 14:12:00,GIE Demand,false,0.055555556
191983,KNBC,MCAS BEAUFORT,000000112488,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2021-07-02 14:31:00,2021-07-02 14:37:00,2021-07-02 14:39:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2021-07-02,2021-07-02 14:31:00,2021-07-02 14:31:00,null,1,null,2,J85,2021-07-02 14:31:00,GIE Demand,false,0.004166667
191984,YWLM,RAAF WILLIAMTOWN,000000047221,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-09-14 22:31:00,2022-09-14 23:10:00,2022-09-14 23:13:00,SO,WPFF,null,null,null,null,Consumable,0.03,OConUS,PAOZZN,2022-09-14,2022-09-14 22:31:00,2022-09-14 22:31:00,null,1,null,2,J85,2022-09-14 22:31:00,GIE Demand,false,0.027083334
191985,KNLC,NAS LEMOORE,000000040576,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USN,Invoiced/Closed,2020-08-24 18:11:00,2020-08-24 18:13:00,2020-08-24 19:18:00,SO,LPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2020-08-24,2020-08-24 18:11:00,2020-08-24 18:11:00,null,1,null,2,J85,2020-08-24 18:11:00,GIE Demand,false,0.0013888889
191986,EGYM,RAF MARHAM,000000054406,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAF,Invoiced/Closed,2023-01-23 12:50:00,2023-01-23 13:04:00,2023-01-23 13:12:00,SO,MRM,null,null,null,null,Consumable,0.01,OConUS,PAOZZN,2023-01-23,2023-01-23 12:50:00,2023-01-23 12:50:00,null,1,null,2,J85,2023-01-23 12:50:00,GIE Demand,false,0.009722223
191987,YWLM,RAAF WILLIAMTOWN,000000043708,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-07-04 05:10:00,2022-07-04 23:25:00,2022-07-05 00:52:00,SO,2OCU,null,null,null,null,Consumable,0.76,OConUS,PAOZZN,2022-07-04,2022-07-04 05:10:00,2022-07-04 05:10:00,null,1,null,2,J85,2022-07-04 05:10:00,GIE Demand,false,0.7604167
191988,KNBC,MCAS BEAUFORT,000000086121,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2020-06-02 14:23:00,2020-06-02 14:44:00,2020-06-02 15:16:00,SO,BPFF,null,null,null,null,Consumable,0.01,ConUS,PAOZZN,2020-06-02,2020-06-02 14:23:00,2020-06-02 14:23:00,null,1,null,2,J85,2020-06-02 14:23:00,GIE Demand,false,0.014583333
191989,KNBC,MCAS BEAUFORT,000000073463,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,USMC,Invoiced/Closed,2019-09-17 12:24:00,2019-09-17 12:25:00,2019-09-17 12:30:00,SO,BPFF,null,null,null,null,Consumable,0,ConUS,PAOZZN,2019-09-17,2019-09-17 12:24:00,2019-09-17 12:24:00,null,1,null,2,J85,2019-09-17 12:24:00,GIE Demand,false,0.00069444446
191990,YWLM,RAAF WILLIAMTOWN,000000035880,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,RAAF,Invoiced/Closed,2022-02-07 22:19:00,2022-02-08 01:46:00,2022-02-08 02:44:00,SO,2OCU,null,null,null,null,Consumable,0.14,OConUS,PAOZZN,2022-02-07,2022-02-07 22:19:00,2022-02-07 22:19:00,null,1,null,2,J85,2022-02-07 22:19:00,GIE Demand,false,0.14375
191991,S044,NEVATIM AIR BASE,000000025566,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2021-05-02 11:52:00,2021-05-03 08:49:00,2021-05-03 15:07:00,SO,IPTC,null,null,null,null,Consumable,0.87,OConUS,PAOZZN,2021-05-02,2021-05-02 11:52:00,2021-05-02 11:52:00,null,1,null,2,J85,2021-05-02 11:52:00,GIE Demand,false,0.87291664
191992,S044,NEVATIM AIR BASE,000000043922,1,1,Invent Order,2,987-0011-502,2ZCH62731-0005,0EFD0,"VISOR,G02 W G3 TRIM",1,null,null,null,IAF,Invoiced/Closed,2023-01-25 11:55:00,2023-01-29 10:47:00,2023-01-30 07:06:00,SO,I116,null,null,null,null,Consumable,3.93,OConUS,PAOZZN,2023-01-25,2023-01-25 11:55:00,2023-01-25 11:55:00,null,1,null,2,J85,2023-01-25 11:55:00,GIE Demand,false,3.9527779
1261,KLUF,LUKE AFB,000000142367,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-04-03 14:58:00,2020-04-03 15:17:00,2020-04-03 15:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-04-03,2020-04-03 14:58:00,2020-04-03 14:58:00,null,1,null,3,J56,2020-04-03 14:58:00,GIE Demand,false,0.013194445
1262,KLUF,LUKE AFB,000000148923,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-05-20 22:12:00,2020-05-20 22:21:00,2020-05-20 22:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-05-20,2020-05-20 22:12:00,2020-05-20 22:12:00,null,1,null,3,J56,2020-05-20 22:12:00,GIE Demand,false,0.00625
1263,KLUF,LUKE AFB,000000136041,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-10 23:44:00,2020-02-11 00:03:00,2020-02-11 00:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-10,2020-02-10 23:44:00,2020-02-10 23:44:00,null,1,null,3,J56,2020-02-10 23:44:00,GIE Demand,false,0.013194445
