n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,target
192962,YWLM,RAAF WILLIAMTOWN,50081,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,11/3/2022 4:10,11/3/2022 9:23,11/3/2022 10:16,SO,3SQN,null,null,null,null,Consumable,0.22,OConUS,PAOOOP,11/3/2022,11/3/2022 4:10,11/3/2022 4:10,null,1,null,2,J89,11/3/2022 4:10,GIE Demand,FALSE,0.21736111
192963,S118,ANG BURLINGTON,1496,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,9/5/2019 11:38,9/8/2019 14:23,9/11/2019 13:37,SO,158S,null,null,null,null,Consumable,3.1,ConUS,PAOOOP,9/5/2019,9/5/2019 11:38,9/5/2019 11:38,null,1,null,2,J89,9/5/2019 11:38,GIE Demand,FALSE,3.1145833
192964,KNKX,MCAS MIRAMAR,12410,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,12/14/2021 15:16,12/14/2021 22:01,12/15/2021 9:30,SO,GE7,null,null,null,null,Consumable,0.28,ConUS,PAOOOP,12/14/2021,12/14/2021 15:16,12/14/2021 15:16,null,1,null,2,J89,12/14/2021 15:16,GIE Demand,FALSE,0.28125
192965,EGYM,RAF MARHAM,1533,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,7/5/2018 7:34,8/15/2018 21:33,8/21/2018 11:15,SO,617B,null,null,null,null,Consumable,41.37,OConUS,PAOOOP,7/5/2018,7/5/2018 7:34,7/5/2018 7:34,null,1,null,2,J89,7/5/2018 7:34,GIE Demand,FALSE,41.582638
192966,S100,ROKAF CHEONGJU,17317,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROKAF,Invoiced/Closed,7/6/2021 1:02,7/6/2021 6:06,7/13/2021 5:09,SO,KR01,null,null,null,null,Consumable,0.21,OConUS,PAOOOP,7/6/2021,7/6/2021 1:02,7/6/2021 1:02,null,1,null,3,J89,7/6/2021 1:02,GIE Demand,FALSE,0.21111111
192967,EGYM,RAF MARHAM,32211,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,6/8/2021 12:56,6/8/2021 13:47,6/8/2021 13:49,SO,MRM,null,null,null,null,Consumable,0.04,OConUS,PAOOOP,6/8/2021,6/8/2021 12:56,6/8/2021 12:56,null,1,null,2,J89,6/8/2021 12:56,GIE Demand,FALSE,0.035416666
2061,KHIF,HILL AFB,90930,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/7/2020 3:31,8/7/2020 3:42,8/7/2020 3:49,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/7/2020,8/7/2020 3:31,8/7/2020 3:31,null,1,null,2,J56,8/7/2020 3:31,GIE Demand,FALSE,0.007638889
2062,KHIF,HILL AFB,118255,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/23/2021 14:36,8/23/2021 14:45,8/23/2021 14:48,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/23/2021,8/23/2021 14:36,8/23/2021 14:36,null,1,null,2,J56,8/23/2021 14:36,GIE Demand,FALSE,0.00625
2063,KHIF,HILL AFB,83661,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/9/2020 20:55,4/9/2020 21:09,4/9/2020 21:17,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/9/2020,4/9/2020 20:55,4/9/2020 20:55,null,1,null,2,J56,4/9/2020 20:55,GIE Demand,FALSE,0.009722223
2064,KHIF,HILL AFB,88688,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/1/2020 16:02,7/1/2020 16:13,7/1/2020 16:16,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/1/2020,7/1/2020 16:02,7/1/2020 16:02,null,1,null,2,J56,7/1/2020 16:02,GIE Demand,FALSE,0.007638889
2065,KHIF,HILL AFB,83522,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/8/2020 14:31,4/8/2020 14:46,4/8/2020 14:49,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/8/2020,4/8/2020 14:31,4/8/2020 14:31,null,1,null,2,J56,4/8/2020 14:31,GIE Demand,FALSE,0.010416667
2066,KHIF,HILL AFB,84049,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/17/2020 16:38,4/17/2020 16:54,4/17/2020 17:00,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/17/2020,4/17/2020 16:38,4/17/2020 16:38,null,1,null,2,J56,4/17/2020 16:38,GIE Demand,FALSE,0.011111111
2067,KHIF,HILL AFB,108268,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/2/2021 14:45,4/2/2021 14:54,4/2/2021 14:56,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/2/2021,4/2/2021 14:45,4/2/2021 14:45,null,1,null,2,J56,4/2/2021 14:45,GIE Demand,FALSE,0.00625
2068,KHIF,HILL AFB,101572,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/8/2021 19:25,1/8/2021 19:35,1/8/2021 19:41,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/8/2021,1/8/2021 19:25,1/8/2021 19:25,null,1,null,2,J56,1/8/2021 19:25,GIE Demand,FALSE,0.006944445
2069,KHIF,HILL AFB,126369,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/30/2021 16:01,11/30/2021 16:19,11/30/2021 16:26,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/30/2021,11/30/2021 16:01,11/30/2021 16:01,null,1,null,2,J56,11/30/2021 16:01,GIE Demand,FALSE,0.0125
2070,KHIF,HILL AFB,140604,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/6/2022 15:37,7/6/2022 15:58,7/6/2022 17:35,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/6/2022,7/6/2022 15:37,7/6/2022 15:37,null,1,null,2,J56,7/6/2022 15:37,GIE Demand,FALSE,0.014583333
2071,KHIF,HILL AFB,103763,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/5/2021 1:58,2/5/2021 2:07,2/5/2021 2:10,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/5/2021,2/5/2021 1:58,2/5/2021 1:58,null,1,null,2,J56,2/5/2021 1:58,GIE Demand,FALSE,0.00625
2072,KHIF,HILL AFB,119127,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/1/2021 0:19,9/1/2021 0:30,9/1/2021 0:41,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/1/2021,9/1/2021 0:19,9/1/2021 0:19,null,1,null,2,J56,9/1/2021 0:19,GIE Demand,FALSE,0.007638889
2073,KHIF,HILL AFB,152277,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/2/2022 1:04,12/2/2022 1:15,12/2/2022 1:36,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/2/2022,12/2/2022 1:04,12/2/2022 1:04,null,1,null,2,J56,12/2/2022 1:04,GIE Demand,FALSE,0.007638889
2074,KHIF,HILL AFB,100358,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/16/2020 17:20,12/16/2020 17:41,12/16/2020 17:43,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/16/2020,12/16/2020 17:20,12/16/2020 17:20,null,1,null,2,J56,12/16/2020 17:20,GIE Demand,FALSE,0.014583333
2075,KHIF,HILL AFB,149800,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/26/2022 17:47,10/26/2022 17:55,10/26/2022 18:09,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/26/2022,10/26/2022 17:47,10/26/2022 17:47,null,1,null,2,J56,10/26/2022 17:47,GIE Demand,FALSE,0.005555556
2076,KHIF,HILL AFB,83529,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/8/2020 14:34,4/8/2020 14:46,4/8/2020 14:50,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/8/2020,4/8/2020 14:34,4/8/2020 14:34,null,1,null,2,J56,4/8/2020 14:34,GIE Demand,FALSE,0.008333334
2077,KHIF,HILL AFB,78501,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/14/2020 5:29,1/14/2020 5:40,1/14/2020 5:46,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/14/2020,1/14/2020 5:29,1/14/2020 5:29,null,1,null,2,J56,1/14/2020 5:29,GIE Demand,FALSE,0.007638889
2078,KHIF,HILL AFB,109283,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/13/2021 17:53,4/13/2021 18:09,4/13/2021 18:35,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/13/2021,4/13/2021 17:53,4/13/2021 17:53,null,1,null,2,J56,4/13/2021 17:53,GIE Demand,FALSE,0.011111111
2079,KHIF,HILL AFB,135295,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/7/2022 20:30,4/7/2022 20:50,4/7/2022 20:52,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/7/2022,4/7/2022 20:30,4/7/2022 20:30,null,1,null,2,J56,4/7/2022 20:30,GIE Demand,FALSE,0.013888889
2080,KHIF,HILL AFB,88687,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/1/2020 16:01,7/1/2020 16:13,7/1/2020 16:16,SO,34FS,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/1/2020,7/1/2020 16:01,7/1/2020 16:01,null,1,null,2,J56,7/1/2020 16:01,GIE Demand,FALSE,0.008333334
192968,S100,ROKAF CHEONGJU,2138,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROKAF,Invoiced/Closed,8/8/2019 7:19,8/8/2019 8:10,8/8/2019 9:23,SO,KR01,null,null,null,null,Consumable,0.04,OConUS,PAOOOP,8/8/2019,8/8/2019 7:19,8/8/2019 7:19,null,1,null,3,J89,8/8/2019 7:19,GIE Demand,FALSE,0.035416666
192969,RJOI,MCAS IWAKUNI,33674,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,6/15/2021 8:07,6/15/2021 9:57,6/15/2021 11:42,SO,GF7,null,null,null,null,Consumable,0.08,OConUS,PAOOOP,6/15/2021,6/15/2021 8:07,6/15/2021 8:07,null,1,null,2,J89,6/15/2021 8:07,GIE Demand,FALSE,0.07638889
192970,KNBC,MCAS BEAUFORT,94630,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,10/15/2020 1:07,10/15/2020 2:34,10/15/2020 22:01,SO,GG7,null,null,null,null,Consumable,0.06,ConUS,PAOOOP,10/15/2020,10/15/2020 1:07,10/15/2020 1:07,null,1,null,2,J89,10/15/2020 1:07,GIE Demand,FALSE,0.060416665
192971,S100,ROKAF CHEONGJU,17315,1,1,Invent Order,3,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,ROKAF,Invoiced/Closed,7/6/2021 1:02,7/6/2021 6:06,7/13/2021 5:09,SO,KR01,null,null,null,null,Consumable,0.21,OConUS,PAOOOP,7/6/2021,7/6/2021 1:02,7/6/2021 1:02,null,1,null,3,J89,7/6/2021 1:02,GIE Demand,FALSE,0.21111111
192972,YWLM,RAAF WILLIAMTOWN,51026,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,11/21/2022 23:12,11/22/2022 21:43,11/22/2022 22:36,SO,77SQ,null,null,null,null,Consumable,0.93,OConUS,PAOOOP,11/21/2022,11/21/2022 23:12,11/21/2022 23:12,null,1,null,2,J89,11/21/2022 23:12,GIE Demand,FALSE,0.93819445
192973,S114,RNLAF LEEUWARDEN,4445,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Royal Netherlands Air Force,Invoiced/Closed,2/5/2021 12:56,2/5/2021 13:29,2/9/2021 15:42,SO,322A,null,null,null,null,Consumable,0.02,OConUS,PAOOOP,2/5/2021,2/5/2021 12:56,2/5/2021 12:56,null,1,null,2,J89,2/5/2021 12:56,GIE Demand,FALSE,0.022916667
192974,KNYL,MCAS YUMA,53744,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,11/5/2019 16:45,11/5/2019 18:48,11/5/2019 20:58,SO,GJ3,null,null,null,null,Consumable,0.08,ConUS,PAOOOP,11/5/2019,11/5/2019 16:45,11/5/2019 16:45,null,1,null,2,J89,11/5/2019 16:45,GIE Demand,FALSE,0.08541667
192975,KNKX,MCAS MIRAMAR,12405,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,12/14/2021 15:16,12/14/2021 22:01,12/15/2021 9:19,SO,GE7,null,null,null,null,Consumable,0.28,ConUS,PAOOOP,12/14/2021,12/14/2021 15:16,12/14/2021 15:16,null,1,null,2,J89,12/14/2021 15:16,GIE Demand,FALSE,0.28125
192976,KNYL,MCAS YUMA,52169,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:16,9/19/2019 13:19,9/25/2019 22:00,SO,GE3,null,null,null,null,Consumable,0.91,ConUS,PAOOOP,9/18/2019,9/18/2019 15:16,9/18/2019 15:16,null,1,null,2,J89,9/18/2019 15:16,GIE Demand,FALSE,0.91875
192977,YWLM,RAAF WILLIAMTOWN,50088,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,11/3/2022 4:10,11/3/2022 9:08,11/3/2022 10:15,SO,3SQN,null,null,null,null,Consumable,0.21,OConUS,PAOOOP,11/3/2022,11/3/2022 4:10,11/3/2022 4:10,null,1,null,2,J89,11/3/2022 4:10,GIE Demand,FALSE,0.20694445
192978,EGYM,RAF MARHAM,1555,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,7/5/2018 7:35,8/22/2018 10:41,8/28/2018 18:58,SO,617B,null,null,null,null,Consumable,47.89,OConUS,PAOOOP,7/5/2018,7/5/2018 7:35,7/5/2018 7:35,null,1,null,2,J89,7/5/2018 7:35,GIE Demand,FALSE,48.129166
192979,KNLC,NAS LEMOORE,64595,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 7:31,2/9/2022 18:52,2/9/2022 22:51,SO,PJ2,null,null,null,null,Consumable,0.47,ConUS,PAOOOP,2/9/2022,2/9/2022 7:31,2/9/2022 7:31,null,1,null,2,J89,2/9/2022 7:31,GIE Demand,FALSE,0.47291666
192980,KNYL,MCAS YUMA,52221,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:21,9/19/2019 9:32,9/25/2019 22:08,SO,GE3,null,null,null,null,Consumable,0.75,ConUS,PAOOOP,9/18/2019,9/18/2019 15:21,9/18/2019 15:21,null,1,null,2,J89,9/18/2019 15:21,GIE Demand,FALSE,0.7576389
192981,YWLM,RAAF WILLIAMTOWN,53050,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,1/19/2023 23:28,1/22/2023 23:54,1/23/2023 0:41,SO,2OCU,null,null,null,null,Consumable,3,OConUS,PAOOOP,1/19/2023,1/19/2023 23:28,1/19/2023 23:28,null,1,null,2,J89,1/19/2023 23:28,GIE Demand,FALSE,3.0180554
192982,KNBC,MCAS BEAUFORT,102923,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,2/23/2021 14:10,2/24/2021 14:09,2/25/2021 21:07,SO,GG7,null,null,null,null,Consumable,0.99,ConUS,PAOOOP,2/23/2021,2/23/2021 14:10,2/23/2021 14:10,null,1,null,2,J89,2/23/2021 14:10,GIE Demand,FALSE,0.99930555
192983,S114,RNLAF LEEUWARDEN,2688,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Royal Netherlands Air Force,Invoiced/Closed,8/17/2020 12:30,8/17/2020 12:44,8/18/2020 12:07,SO,322A,null,null,null,null,Consumable,0.01,OConUS,PAOOOP,8/17/2020,8/17/2020 12:30,8/17/2020 12:30,null,1,null,2,J89,8/17/2020 12:30,GIE Demand,FALSE,0.009722223
192984,EGYM,RAF MARHAM,1541,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,7/5/2018 7:35,8/15/2018 21:33,8/21/2018 11:15,SO,617B,null,null,null,null,Consumable,41.37,OConUS,PAOOOP,7/5/2018,7/5/2018 7:35,7/5/2018 7:35,null,1,null,2,J89,7/5/2018 7:35,GIE Demand,FALSE,41.581944
192985,RJOI,MCAS IWAKUNI,33671,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,6/15/2021 8:07,6/15/2021 9:56,6/15/2021 11:42,SO,GF7,null,null,null,null,Consumable,0.08,OConUS,PAOOOP,6/15/2021,6/15/2021 8:07,6/15/2021 8:07,null,1,null,2,J89,6/15/2021 8:07,GIE Demand,FALSE,0.07569444
192986,KNBC,MCAS BEAUFORT,124402,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,1/26/2022 18:22,1/26/2022 21:05,1/26/2022 22:37,SO,FE3,null,null,null,null,Consumable,0.11,ConUS,PAOOOP,1/26/2022,1/26/2022 18:22,1/26/2022 18:22,null,1,null,2,J89,1/26/2022 18:22,GIE Demand,FALSE,0.11319444
192987,KNYL,MCAS YUMA,44677,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,2/5/2019 18:20,2/6/2019 3:34,2/6/2019 5:20,SO,GJ3,null,null,null,null,Consumable,0.38,ConUS,PAOOOP,2/5/2019,2/5/2019 18:20,2/5/2019 18:21,null,1,null,2,J89,2/5/2019 18:20,GIE Demand,FALSE,0.38472223
192988,KNYL,MCAS YUMA,44687,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,2/5/2019 18:22,2/6/2019 3:35,2/6/2019 5:19,SO,GJ3,null,null,null,null,Consumable,0.38,ConUS,PAOOOP,2/5/2019,2/5/2019 18:22,2/5/2019 18:22,null,1,null,2,J89,2/5/2019 18:22,GIE Demand,FALSE,0.38402778
192989,KNLC,NAS LEMOORE,64597,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 7:31,2/9/2022 18:52,2/9/2022 23:06,SO,PJ2,null,null,null,null,Consumable,0.47,ConUS,PAOOOP,2/9/2022,2/9/2022 7:31,2/9/2022 7:31,null,1,null,2,J89,2/9/2022 7:31,GIE Demand,FALSE,0.47291666
192990,EGYM,RAF MARHAM,1549,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAF,Invoiced/Closed,7/5/2018 7:35,8/15/2018 21:33,8/21/2018 11:16,SO,617B,null,null,null,null,Consumable,41.37,OConUS,PAOOOP,7/5/2018,7/5/2018 7:35,7/5/2018 7:35,null,1,null,2,J89,7/5/2018 7:35,GIE Demand,FALSE,41.581944
192991,YWLM,RAAF WILLIAMTOWN,50082,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,RAAF,Invoiced/Closed,11/3/2022 4:10,11/3/2022 9:23,11/3/2022 10:16,SO,3SQN,null,null,null,null,Consumable,0.22,OConUS,PAOOOP,11/3/2022,11/3/2022 4:10,11/3/2022 4:10,null,1,null,2,J89,11/3/2022 4:10,GIE Demand,FALSE,0.21736111
192992,KNBC,MCAS BEAUFORT,114889,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,8/5/2021 12:58,8/5/2021 19:01,8/5/2021 20:24,SO,GG6,null,null,null,null,Consumable,0.25,ConUS,PAOOOP,8/5/2021,8/5/2021 12:58,8/5/2021 12:58,null,1,null,2,J89,8/5/2021 12:58,GIE Demand,FALSE,0.25208333
192993,KNLC,NAS LEMOORE,64615,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 8:09,2/9/2022 19:02,2/9/2022 22:55,SO,PJ2,null,null,null,null,Consumable,0.45,ConUS,PAOOOP,2/9/2022,2/9/2022 8:09,2/9/2022 8:09,null,1,null,2,J89,2/9/2022 8:09,GIE Demand,FALSE,0.45347223
192994,S118,ANG BURLINGTON,2558,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,11/5/2019 18:51,11/5/2019 20:19,11/6/2019 11:36,SO,158S,null,null,null,null,Consumable,0.06,ConUS,PAOOOP,11/5/2019,11/5/2019 18:51,11/5/2019 18:51,null,1,null,2,J89,11/5/2019 18:51,GIE Demand,FALSE,0.06111111
192995,KNLC,NAS LEMOORE,64577,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USN,Invoiced/Closed,2/9/2022 7:25,2/9/2022 18:48,2/9/2022 22:44,SO,PJ2,null,null,null,null,Consumable,0.47,ConUS,PAOOOP,2/9/2022,2/9/2022 7:25,2/9/2022 7:25,null,1,null,2,J89,2/9/2022 7:25,GIE Demand,FALSE,0.47430557
192996,KNYL,MCAS YUMA,52217,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,9/18/2019 15:21,9/19/2019 13:23,9/25/2019 22:08,SO,GE3,null,null,null,null,Consumable,0.91,ConUS,PAOOOP,9/18/2019,9/18/2019 15:21,9/18/2019 15:21,null,1,null,2,J89,9/18/2019 15:21,GIE Demand,FALSE,0.91805553
192997,KNBC,MCAS BEAUFORT,94631,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,10/15/2020 1:07,10/15/2020 2:34,10/15/2020 22:01,SO,GG7,null,null,null,null,Consumable,0.06,ConUS,PAOOOP,10/15/2020,10/15/2020 1:07,10/15/2020 1:07,null,1,null,2,J89,10/15/2020 1:07,GIE Demand,FALSE,0.060416665
192998,S118,ANG BURLINGTON,16615,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,Vermont ANG,Invoiced/Closed,10/11/2022 15:42,10/12/2022 14:26,10/12/2022 19:54,SO,158S,null,null,null,null,Consumable,0.94,ConUS,PAOOOP,10/11/2022,10/11/2022 15:42,10/11/2022 15:42,null,1,null,2,J89,10/11/2022 15:42,GIE Demand,FALSE,0.94722223
192999,KNBC,MCAS BEAUFORT,124407,1,1,Invent Order,2,MRI MBM1280/1,2ZWH60706-0001,U1816,"WUC,EXT,WEAPON,AGP",1,null,null,null,USMC,Invoiced/Closed,1/26/2022 18:23,1/26/2022 21:05,1/26/2022 22:35,SO,FE3,null,null,null,null,Consumable,0.11,ConUS,PAOOOP,1/26/2022,1/26/2022 18:23,1/26/2022 18:23,null,1,null,2,J89,1/26/2022 18:23,GIE Demand,FALSE,0.1125
